unique_ID_1,snap_wave1,imputed_snap_wave1,snap_wave2,imputed_snap_wave2,snap_wave3,imputed_snap_wave3,wave ID,marital status,sex,hispanic origin,race,education,citizenship,snap,employment,state,age,imputed_snap
038418689196_104,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,Never married,Male,Non hispanic,White,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Kentucky,19,FALSE
038418726465_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Male,Non hispanic,White,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Kentucky,40,FALSE
038418726465_102,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Female,Non hispanic,White,Postgraduate degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Kentucky,43,FALSE
038418726730_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Female,Non hispanic,White,Postgraduate degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Kentucky,43,FALSE
038418726730_102,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Male,Non hispanic,White,Postgraduate degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Kentucky,42,FALSE
038418726820_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,Divorced,Male,Non hispanic,Black,High school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Virginia,58,FALSE
038418726919_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Female,Non hispanic,White,Postgraduate degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Kentucky,63,FALSE
038418726919_102,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Male,Non hispanic,White,Postgraduate degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Kentucky,63,FALSE
038418726948_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Male,Hispanic,White,Some college,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Virginia,79,FALSE
038418726948_102,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Female,Non hispanic,White,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Virginia,54,FALSE
038418726972_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Male,Non hispanic,White,Some college,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Kentucky,66,FALSE
038418726972_102,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Female,Non hispanic,White,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Kentucky,64,FALSE
038418810267_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,Divorced,Female,Non hispanic,White,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Kentucky,70,FALSE
038418810267_102,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,Never married,Male,Non hispanic,White,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Kentucky,29,FALSE
038418810522_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,Never married,Female,Non hispanic,White,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Virginia,55,FALSE
038418810538_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Male,Non hispanic,White,Postgraduate degree,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Virginia,79,FALSE
038418810538_102,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Female,Non hispanic,White,High school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Virginia,79,FALSE
038418810549_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Female,Non hispanic,White,Bachelor's degree,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Kentucky,88,FALSE
038418810549_102,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Male,Non hispanic,White,Some college,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Kentucky,90,FALSE
038418810705_101,SNAP covered,FALSE,SNAP covered,FALSE,SNAP covered,FALSE,4,"Married, spouse present",Female,Non hispanic,White,Some college,US citizen,SNAP covered,"No job all month, no time on layoff and no time looking for work",Kentucky,39,FALSE
038418810705_102,SNAP covered,FALSE,SNAP covered,FALSE,SNAP covered,FALSE,4,"Married, spouse present",Male,Non hispanic,White,Some college,US citizen,Not SNAP covered,"No job all month, on layoff or looking for work all weeks",Kentucky,46,FALSE
038418810849_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,Widowed,Female,Non hispanic,White,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Virginia,52,FALSE
038418810849_102,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,Divorced,Male,Non hispanic,White,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Virginia,59,FALSE
038418810994_101,SNAP covered,FALSE,SNAP covered,FALSE,SNAP covered,FALSE,4,Divorced,Female,Non hispanic,White,Less than high school,US citizen,SNAP covered,"No job all month, no time on layoff and no time looking for work",Kentucky,52,FALSE
038418816020_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Male,Non hispanic,White,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Nebraska,51,FALSE
038418816020_102,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Female,Hispanic,White,Bachelor's degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Nebraska,50,FALSE
038418816020_103,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,Never married,Female,Hispanic,White,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Nebraska,21,FALSE
038418816023_101,SNAP covered,FALSE,SNAP covered,FALSE,SNAP covered,FALSE,4,Divorced,Female,Non hispanic,White,High school,US citizen,SNAP covered,"No job all month, no time on layoff and no time looking for work",Kentucky,73,FALSE
038418816220_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Male,Non hispanic,White,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Nebraska,40,FALSE
038418816220_102,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Female,Non hispanic,White,Bachelor's degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Nebraska,42,FALSE
038418816651_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,Divorced,Male,Non hispanic,White,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Nebraska,52,FALSE
038418816699_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Female,Non hispanic,White,Bachelor's degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Virginia,47,FALSE
038418816699_102,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Male,Non hispanic,White,Bachelor's degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Virginia,48,FALSE
038418816751_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Male,Non hispanic,White,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,46,FALSE
038418816751_102,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Female,Non hispanic,White,Bachelor's degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,41,FALSE
038418824180_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Male,Non hispanic,White,Some college,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Virginia,66,FALSE
038418828003_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse absent",Male,Non hispanic,White,Bachelor's degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,52,FALSE
038418828160_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,SNAP covered,FALSE,4,Widowed,Male,Non hispanic,White,Less than high school,US citizen,SNAP covered,"No job all month, no time on layoff and no time looking for work",Alabama,89,FALSE
038418828161_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Male,Non hispanic,White,High school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Alabama,64,FALSE
038418828161_102,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Female,Non hispanic,White,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,60,FALSE
038418828246_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,Widowed,Male,Non hispanic,White,High school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Alabama,79,FALSE
038418828280_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,Divorced,Male,Non hispanic,White,Bachelor's degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,62,FALSE
038418828285_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Male,Non hispanic,White,High school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Alabama,90,FALSE
038418828285_102,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Female,Non hispanic,White,Less than high school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Alabama,87,FALSE
038418828565_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,Widowed,Male,Non hispanic,White,Some college,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Alabama,64,FALSE
038418828668_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Female,Non hispanic,White,Some college,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Alabama,66,FALSE
038418828668_102,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Male,Non hispanic,White,Some college,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Alabama,70,FALSE
038418828668_103,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,Never married,Male,Non hispanic,White,Some college,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Alabama,41,FALSE
038418828668_104,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,Never married,Male,Non hispanic,White,Some college,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Alabama,27,FALSE
038418828668_105,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Male,Non hispanic,White,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,27,FALSE
038418828784_101,SNAP covered,FALSE,SNAP covered,FALSE,SNAP covered,FALSE,4,Divorced,Female,Non hispanic,White,Less than high school,US citizen,SNAP covered,"No job all month, no time on layoff and no time looking for work",Alabama,69,FALSE
038418847431_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Female,Non hispanic,White,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Kentucky,49,FALSE
038418847431_102,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Male,Non hispanic,White,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Kentucky,51,FALSE
038418847431_103,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,Never married,Female,Non hispanic,White,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Kentucky,19,FALSE
038418847458_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Female,Non hispanic,White,Postgraduate degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Kentucky,41,FALSE
038418847458_102,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Male,Non hispanic,Black,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Kentucky,44,FALSE
038418847705_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,Separated,Female,Non hispanic,White,Less than high school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Kentucky,67,FALSE
038418847746_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Female,Non hispanic,White,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Kentucky,69,FALSE
038418847746_102,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Male,Non hispanic,White,High school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Kentucky,75,FALSE
038418847773_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Female,Non hispanic,White,High school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Kentucky,44,FALSE
038418847773_102,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Male,Non hispanic,White,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Kentucky,36,FALSE
038418847844_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,Widowed,Female,Non hispanic,White,High school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Kentucky,78,FALSE
038418849120_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Female,Non hispanic,White,Some college,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Nebraska,65,FALSE
038418849120_102,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Male,Non hispanic,White,High school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Nebraska,72,FALSE
038418849538_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,Divorced,Female,Non hispanic,Black,Postgraduate degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Virginia,42,FALSE
038418849653_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,Widowed,Female,Non hispanic,White,High school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Nebraska,75,FALSE
038418849820_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Male,Non hispanic,White,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Virginia,55,FALSE
038418849820_102,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Female,Non hispanic,White,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Virginia,55,FALSE
038418849879_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,Divorced,Female,Non hispanic,White,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Nebraska,48,FALSE
038418849879_102,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,Never married,Female,Non hispanic,White,Less than high school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Nebraska,19,FALSE
038418849879_103,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,Never married,Male,Non hispanic,White,Less than high school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Nebraska,18,FALSE
038418860470_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Male,Non hispanic,Black,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,54,FALSE
038418860470_102,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Female,Non hispanic,Black,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,47,FALSE
038418925108_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,Never married,Female,Non hispanic,Black,Postgraduate degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,44,FALSE
038418925470_101,Not SNAP covered,FALSE,SNAP covered,FALSE,SNAP covered,FALSE,4,Widowed,Female,Non hispanic,Black,High school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Alabama,59,FALSE
038418925899_101,SNAP covered,FALSE,SNAP covered,FALSE,SNAP covered,FALSE,4,Divorced,Male,Non hispanic,Black,Less than high school,US citizen,SNAP covered,"No job all month, no time on layoff and no time looking for work",Alabama,47,FALSE
038418932161_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Female,Non hispanic,White,Some college,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Alabama,26,FALSE
038418932161_102,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Male,Non hispanic,White,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,30,FALSE
038418932177_102,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Male,Non hispanic,White,Less than high school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,53,FALSE
038418932280_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Female,Non hispanic,White,Bachelor's degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,41,FALSE
038418932280_102,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Male,Non hispanic,White,Bachelor's degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,43,FALSE
038418932366_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse absent",Male,Non hispanic,White,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,48,FALSE
038418932366_102,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse absent",Female,Non hispanic,White,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,46,FALSE
038418932510_101,Not SNAP covered,FALSE,SNAP covered,FALSE,SNAP covered,FALSE,4,Never married,Male,Non hispanic,Black,Some college,US citizen,SNAP covered,"With a job at least 1 but not all weeks, some weeks on layoff or looking for work",Alabama,24,FALSE
038418932565_101,SNAP covered,FALSE,SNAP covered,FALSE,SNAP covered,FALSE,4,Widowed,Female,Non hispanic,White,High school,US citizen,SNAP covered,"No job all month, no time on layoff and no time looking for work",Alabama,58,FALSE
038418932828_102,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,Widowed,Male,Non hispanic,White,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Kentucky,54,FALSE
038418945162_101,SNAP covered,FALSE,SNAP covered,FALSE,SNAP covered,FALSE,4,Separated,Female,Non hispanic,White,Some college,US citizen,SNAP covered,"No job all month, no time on layoff and no time looking for work",Kentucky,57,FALSE
038418945162_102,SNAP covered,FALSE,SNAP covered,FALSE,SNAP covered,FALSE,4,Separated,Male,Non hispanic,White,Less than high school,US citizen,SNAP covered,"No job all month, on layoff or looking for work all weeks",Kentucky,26,FALSE
038418945162_104,SNAP covered,FALSE,SNAP covered,FALSE,SNAP covered,FALSE,4,Never married,Female,Non hispanic,White,High school,US citizen,SNAP covered,"No job all month, no time on layoff and no time looking for work",Kentucky,27,FALSE
038418945343_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Female,Non hispanic,White,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Kentucky,35,FALSE
038418945431_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Female,Non hispanic,White,High school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Kentucky,42,FALSE
038418945431_102,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Male,Non hispanic,White,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Kentucky,41,FALSE
038418945519_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,Never married,Female,Non hispanic,Asian,Postgraduate degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Virginia,60,FALSE
038418945765_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Female,Non hispanic,White,Some college,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Kentucky,62,FALSE
038418945765_102,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Male,Non hispanic,White,Some college,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Kentucky,64,FALSE
038418945844_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Female,Non hispanic,White,Some college,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Kentucky,57,FALSE
038418945844_102,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Male,Non hispanic,White,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Kentucky,58,FALSE
038418945932_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,Widowed,Female,Non hispanic,White,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Kentucky,57,FALSE
038418945994_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Female,Non hispanic,White,Postgraduate degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Kentucky,34,FALSE
038418945994_102,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Male,Non hispanic,White,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Kentucky,36,FALSE
038418967466_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,Widowed,Female,Non hispanic,White,Some college,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Nebraska,86,FALSE
038418967899_101,SNAP covered,FALSE,SNAP covered,FALSE,SNAP covered,FALSE,4,"Married, spouse present",Female,Non hispanic,Black,Some college,US citizen,SNAP covered,"With a job entire month, worked all weeks",Alabama,34,TRUE
038418988554_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Female,Non hispanic,White,Some college,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Kentucky,66,FALSE
038418988554_102,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Male,Non hispanic,White,Less than high school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Kentucky,65,FALSE
038418988804_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Male,Non hispanic,White,Some college,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Kentucky,71,FALSE
038418988804_102,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Female,Non hispanic,White,Some college,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Kentucky,69,FALSE
038418995023_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,Widowed,Female,Non hispanic,White,Less than high school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Kentucky,66,FALSE
038418995134_101,SNAP covered,FALSE,SNAP covered,FALSE,SNAP covered,FALSE,4,"Married, spouse present",Female,Non hispanic,White,High school,US citizen,SNAP covered,"No job all month, no time on layoff and no time looking for work",Kentucky,54,FALSE
038418995134_102,SNAP covered,FALSE,SNAP covered,FALSE,SNAP covered,FALSE,4,"Married, spouse present",Male,Non hispanic,White,High school,US citizen,SNAP covered,"No job all month, no time on layoff and no time looking for work",Kentucky,56,FALSE
038418995162_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Male,Non hispanic,White,Some college,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Kentucky,65,FALSE
038418995162_102,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Female,Non hispanic,White,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Kentucky,59,FALSE
038418995162_103,SNAP covered,FALSE,SNAP covered,FALSE,SNAP covered,FALSE,4,Never married,Female,Non hispanic,White,Less than high school,US citizen,SNAP covered,"No job all month, no time on layoff and no time looking for work",Kentucky,35,FALSE
038418995343_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Male,Non hispanic,White,High school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Kentucky,73,FALSE
038418995343_102,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Female,Non hispanic,White,High school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Kentucky,69,FALSE
038418995431_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,Divorced,Female,Non hispanic,White,Less than high school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Kentucky,46,FALSE
038418995994_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Male,Non hispanic,White,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Kentucky,61,FALSE
038418995994_102,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Female,Non hispanic,White,High school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Kentucky,59,FALSE
