unique_ID_1,snap_wave1,imputed_snap_wave1,wave ID,marital status,sex,hispanic origin,race,education,citizenship,snap,employment,state,age,imputed_snap,SNAP_wave1,SNAP
038625406901_102,Not SNAP covered,FALSE,2,"Married, spouse present",Female,Non hispanic,Black,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Virginia,68,FALSE,No,No
038625408341_101,Not SNAP covered,FALSE,2,"Married, spouse present",Female,Non hispanic,Black,Less than high school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Virginia,54,FALSE,No,No
038625408341_102,Not SNAP covered,FALSE,2,"Married, spouse present",Male,Non hispanic,Black,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Virginia,66,FALSE,No,No
038625408561_101,Not SNAP covered,FALSE,2,Never married,Female,Non hispanic,Black,Postgraduate degree,Non US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Virginia,33,FALSE,No,No
038625408724_101,Not SNAP covered,FALSE,2,Never married,Male,Non hispanic,Black,Less than high school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Virginia,52,FALSE,No,No
038625408901_101,SNAP covered,FALSE,2,Never married,Female,Non hispanic,Black,Less than high school,US citizen,SNAP covered,"No job all month, at least one but not all weeks on layoff or looking for work",Virginia,28,FALSE,Yes,Yes
038625415031_101,Not SNAP covered,FALSE,2,"Married, spouse present",Female,Non hispanic,White,Bachelor's degree,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Virginia,81,FALSE,No,No
038625415031_102,Not SNAP covered,FALSE,2,"Married, spouse present",Male,Non hispanic,White,Postgraduate degree,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Virginia,86,FALSE,No,No
038625415031_103,Not SNAP covered,FALSE,2,Never married,Female,Non hispanic,White,High school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Virginia,47,FALSE,No,No
038625415031_104,Not SNAP covered,FALSE,2,Never married,Male,Non hispanic,White,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Virginia,43,FALSE,No,No
038625415341_101,Not SNAP covered,FALSE,2,Never married,Male,Non hispanic,White,Postgraduate degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Virginia,68,FALSE,No,No
038625415341_102,Not SNAP covered,FALSE,2,Never married,Male,Non hispanic,White,Bachelor's degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Virginia,67,FALSE,No,No
038625415876_101,Not SNAP covered,FALSE,2,"Married, spouse present",Female,Non hispanic,White,Bachelor's degree,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Virginia,72,FALSE,No,No
038625415876_102,Not SNAP covered,FALSE,2,"Married, spouse present",Male,Non hispanic,White,Bachelor's degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Virginia,73,FALSE,No,No
038625415901_101,Not SNAP covered,FALSE,2,Never married,Female,Non hispanic,Black,Less than high school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Virginia,83,FALSE,No,No
038625625158_101,Not SNAP covered,FALSE,2,Divorced,Female,Non hispanic,White,Bachelor's degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Virginia,60,FALSE,No,No
038625625956_101,Not SNAP covered,FALSE,2,Divorced,Male,Non hispanic,White,Less than high school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Virginia,28,FALSE,No,No
038625689117_101,Not SNAP covered,FALSE,2,Widowed,Male,Non hispanic,White,Some college,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Virginia,70,FALSE,No,No
038625689117_102,Not SNAP covered,FALSE,2,Never married,Male,Non hispanic,White,Bachelor's degree,US citizen,SNAP covered,"No job all month, no time on layoff and no time looking for work",Virginia,50,TRUE,No,Yes
038625689278_101,Not SNAP covered,FALSE,2,"Married, spouse present",Male,Non hispanic,Black,Less than high school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Virginia,78,FALSE,No,No
038625689278_102,Not SNAP covered,FALSE,2,"Married, spouse present",Female,Non hispanic,Black,High school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Virginia,71,FALSE,No,No
038625689341_101,Not SNAP covered,FALSE,2,"Married, spouse absent",Male,Non hispanic,White,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Virginia,49,FALSE,No,No
038625689724_101,Not SNAP covered,FALSE,2,"Married, spouse present",Female,Non hispanic,White,Some college,US citizen,Not SNAP covered,"No job all month, at least one but not all weeks on layoff or looking for work",Virginia,24,FALSE,No,No
038625689724_103,Not SNAP covered,FALSE,2,"Married, spouse present",Male,Non hispanic,White,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Virginia,25,FALSE,No,No
038625689901_101,SNAP covered,FALSE,2,Divorced,Male,Non hispanic,White,Some college,US citizen,SNAP covered,"With a job entire month, worked all weeks",Virginia,51,TRUE,Yes,Yes
038625689901_102,SNAP covered,FALSE,2,Never married,Female,Non hispanic,White,Some college,US citizen,SNAP covered,"No job all month, no time on layoff and no time looking for work",Virginia,18,TRUE,Yes,Yes
038625816117_101,Not SNAP covered,FALSE,2,Never married,Female,Non hispanic,Black,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Virginia,51,FALSE,No,No
038625816724_101,Not SNAP covered,FALSE,2,Never married,Male,Non hispanic,White,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Virginia,47,TRUE,No,No
038625816724_102,Not SNAP covered,FALSE,2,Divorced,Male,Non hispanic,White,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Virginia,78,FALSE,No,No
038625816724_103,Not SNAP covered,FALSE,2,Never married,Female,Non hispanic,White,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Virginia,54,FALSE,No,No
038625824031_101,Not SNAP covered,FALSE,2,"Married, spouse present",Male,Non hispanic,White,Bachelor's degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Virginia,59,FALSE,No,No
038625824031_102,Not SNAP covered,FALSE,2,"Married, spouse present",Female,Non hispanic,White,Postgraduate degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Virginia,62,FALSE,No,No
038625824724_101,Not SNAP covered,FALSE,2,"Married, spouse present",Female,Non hispanic,White,Some college,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Virginia,53,FALSE,No,No
038625824724_102,Not SNAP covered,FALSE,2,"Married, spouse present",Male,Non hispanic,White,Postgraduate degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Virginia,51,FALSE,No,No
038625929051_101,Not SNAP covered,FALSE,2,Divorced,Male,Non hispanic,Black,Some college,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Virginia,32,FALSE,No,No
038625929117_101,SNAP covered,FALSE,2,Never married,Female,Non hispanic,Black,Less than high school,US citizen,SNAP covered,"No job all month, no time on layoff and no time looking for work",Virginia,58,FALSE,Yes,Yes
038625929278_101,SNAP covered,FALSE,2,Divorced,Male,Non hispanic,Black,Less than high school,US citizen,SNAP covered,"No job all month, no time on layoff and no time looking for work",Virginia,57,FALSE,Yes,Yes
038625929561_101,SNAP covered,FALSE,2,Never married,Female,Non hispanic,Black,Bachelor's degree,US citizen,SNAP covered,"With a job entire month, worked all weeks",Virginia,25,FALSE,Yes,Yes
038625945051_101,Not SNAP covered,FALSE,2,"Married, spouse present",Male,Non hispanic,White,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Virginia,57,FALSE,No,No
038625945051_102,Not SNAP covered,FALSE,2,"Married, spouse present",Female,Non hispanic,White,Some college,US citizen,Not SNAP covered,"No job all month, on layoff or looking for work all weeks",Virginia,35,FALSE,No,No
038625945555_101,Not SNAP covered,FALSE,2,Never married,Female,Non hispanic,White,Some college,US citizen,Not SNAP covered,"No job all month, on layoff or looking for work all weeks",Virginia,34,FALSE,No,No
038625945561_101,Not SNAP covered,FALSE,2,Never married,Female,Non hispanic,Black,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Virginia,45,FALSE,No,No
038625945561_102,Not SNAP covered,FALSE,2,Never married,Male,Non hispanic,Black,Less than high school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Virginia,21,FALSE,No,No
038625995901_101,Not SNAP covered,FALSE,2,Never married,Female,Non hispanic,White,Bachelor's degree,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Virginia,25,FALSE,No,No
038677550509_101,Not SNAP covered,FALSE,2,Never married,Female,Non hispanic,Other,Some college,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Kentucky,20,FALSE,No,No
038677892023_101,Not SNAP covered,FALSE,2,Never married,Male,Non hispanic,White,Bachelor's degree,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Kentucky,22,FALSE,No,No
038816037160_101,Not SNAP covered,FALSE,2,Divorced,Male,Non hispanic,White,High school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Alabama,56,FALSE,No,No
038816037671_101,Not SNAP covered,FALSE,2,"Married, spouse present",Male,Non hispanic,White,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,40,FALSE,No,No
038816037671_102,Not SNAP covered,FALSE,2,"Married, spouse present",Female,Non hispanic,White,Bachelor's degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,40,FALSE,No,No
038816121510_101,SNAP covered,FALSE,2,Never married,Male,Non hispanic,Black,High school,US citizen,SNAP covered,"With a job entire month, worked all weeks",Alabama,42,FALSE,Yes,Yes
038816121565_101,Not SNAP covered,FALSE,2,"Married, spouse present",Male,Non hispanic,White,Bachelor's degree,US citizen,Not SNAP covered,"With a job all month, absent from work without pay 1+ weeks, absence due to layoff",Alabama,28,FALSE,No,No
038816121565_102,Not SNAP covered,FALSE,2,"Married, spouse present",Female,Hispanic,White,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,26,FALSE,No,No
038816135161_101,Not SNAP covered,FALSE,2,"Married, spouse present",Female,Non hispanic,White,Bachelor's degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,32,FALSE,No,No
038816135161_102,Not SNAP covered,FALSE,2,"Married, spouse present",Male,Non hispanic,White,Postgraduate degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,29,FALSE,No,No
038816135505_101,Not SNAP covered,FALSE,2,Never married,Female,Non hispanic,Black,Some college,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Alabama,39,FALSE,No,No
038816135510_101,Not SNAP covered,FALSE,2,Divorced,Male,Non hispanic,Black,Bachelor's degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,50,FALSE,No,No
038816135510_102,Not SNAP covered,FALSE,2,Never married,Male,Non hispanic,Black,Some college,US citizen,Not SNAP covered,"With a job at least 1 but not all weeks, no time on layoff and no time looking for work",Alabama,24,FALSE,No,No
038816500061_101,SNAP covered,FALSE,2,Never married,Male,Non hispanic,Other,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,49,FALSE,Yes,No
038816500160_101,SNAP covered,FALSE,2,Divorced,Male,Non hispanic,Black,Some college,US citizen,SNAP covered,"No job all month, no time on layoff and no time looking for work",Alabama,55,FALSE,Yes,Yes
038816500784_101,Not SNAP covered,FALSE,2,"Married, spouse present",Male,Non hispanic,Black,Less than high school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,77,FALSE,No,No
038816500784_102,Not SNAP covered,FALSE,2,"Married, spouse present",Female,Non hispanic,Black,High school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Alabama,77,FALSE,No,No
038816500784_103,SNAP covered,FALSE,2,Never married,Male,Non hispanic,Black,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,54,FALSE,Yes,No
038816527383_101,SNAP covered,FALSE,2,Never married,Female,Non hispanic,Black,Less than high school,US citizen,Not SNAP covered,"No job all month, on layoff or looking for work all weeks",Alabama,38,FALSE,Yes,No
038816527383_102,SNAP covered,FALSE,2,Never married,Female,Non hispanic,Black,Less than high school,US citizen,SNAP covered,"No job all month, on layoff or looking for work all weeks",Alabama,18,FALSE,Yes,Yes
038816527383_103,SNAP covered,FALSE,2,Never married,Male,Non hispanic,Black,Less than high school,US citizen,SNAP covered,"No job all month, no time on layoff and no time looking for work",Alabama,17,FALSE,Yes,Yes
038816527383_104,SNAP covered,FALSE,2,Never married,Female,Non hispanic,Black,Less than high school,US citizen,SNAP covered,"No job all month, no time on layoff and no time looking for work",Alabama,16,FALSE,Yes,Yes
038816527505_101,SNAP covered,FALSE,2,Divorced,Female,Non hispanic,Black,High school,US citizen,SNAP covered,"With a job entire month, worked all weeks",Alabama,42,FALSE,Yes,Yes
038816527505_102,SNAP covered,FALSE,2,Never married,Female,Non hispanic,Black,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,22,FALSE,Yes,No
038816527505_103,SNAP covered,FALSE,2,Never married,Male,Non hispanic,Black,High school,US citizen,Not SNAP covered,"No job all month, on layoff or looking for work all weeks",Alabama,20,FALSE,Yes,No
038816527688_101,SNAP covered,FALSE,2,Never married,Female,Non hispanic,Black,High school,US citizen,SNAP covered,"With a job entire month, worked all weeks",Alabama,23,FALSE,Yes,Yes
038816527762_101,Not SNAP covered,FALSE,2,Never married,Female,Non hispanic,Black,Some college,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Louisiana,42,FALSE,No,No
038816527762_102,Not SNAP covered,FALSE,2,Never married,Male,Non hispanic,Black,Some college,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Louisiana,24,FALSE,No,No
038816625061_101,Not SNAP covered,FALSE,2,Divorced,Male,Non hispanic,White,Some college,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Alabama,64,FALSE,No,No
038816625198_101,Not SNAP covered,FALSE,2,"Married, spouse absent",Male,Non hispanic,White,Bachelor's degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,44,FALSE,No,No
038816625318_101,Not SNAP covered,FALSE,2,Never married,Female,Non hispanic,White,Bachelor's degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,49,FALSE,No,No
038816625552_101,Not SNAP covered,FALSE,2,Never married,Female,Non hispanic,White,Postgraduate degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,34,FALSE,No,No
038816625671_101,Not SNAP covered,FALSE,2,Divorced,Female,Non hispanic,White,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,56,TRUE,No,No
038816635061_101,Not SNAP covered,FALSE,2,Widowed,Female,Non hispanic,Black,Bachelor's degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,73,FALSE,No,No
038816635061_102,Not SNAP covered,FALSE,2,Never married,Male,Non hispanic,Black,Bachelor's degree,US citizen,SNAP covered,"No job all month, no time on layoff and no time looking for work",Alabama,49,FALSE,No,Yes
038816635061_103,Not SNAP covered,FALSE,2,Never married,Male,Non hispanic,Black,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,21,TRUE,No,No
038816635061_104,Not SNAP covered,FALSE,2,Never married,Male,Non hispanic,Black,Some college,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Alabama,21,TRUE,No,No
038816662189_101,Not SNAP covered,FALSE,2,"Married, spouse present",Male,Non hispanic,White,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,60,FALSE,No,No
038816662189_102,Not SNAP covered,FALSE,2,"Married, spouse present",Female,Non hispanic,White,Less than high school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,60,FALSE,No,No
038816662198_101,Not SNAP covered,FALSE,2,"Married, spouse present",Male,Non hispanic,Black,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,49,TRUE,No,No
038816662198_102,Not SNAP covered,FALSE,2,"Married, spouse present",Female,Non hispanic,Black,Postgraduate degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,49,TRUE,No,No
038816662671_101,Not SNAP covered,FALSE,2,"Married, spouse present",Female,Non hispanic,White,Some college,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Alabama,66,FALSE,No,No
038816662671_102,Not SNAP covered,FALSE,2,"Married, spouse present",Male,Non hispanic,White,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,69,FALSE,No,No
038816662751_101,Not SNAP covered,FALSE,2,Divorced,Female,Non hispanic,Black,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,49,FALSE,No,No
038816726310_101,SNAP covered,FALSE,2,Never married,Female,Non hispanic,Black,High school,US citizen,SNAP covered,"No job all month, no time on layoff and no time looking for work",Alabama,40,FALSE,Yes,Yes
038816726310_102,SNAP covered,FALSE,2,Never married,Female,Non hispanic,Black,Less than high school,US citizen,SNAP covered,"No job all month, on layoff or looking for work all weeks",Alabama,19,FALSE,Yes,Yes
038816726505_101,Not SNAP covered,FALSE,2,Widowed,Female,Non hispanic,White,High school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Alabama,84,FALSE,No,No
038816726688_101,Not SNAP covered,FALSE,2,Widowed,Female,Non hispanic,Black,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,56,FALSE,No,No
038816726688_102,Not SNAP covered,FALSE,2,Never married,Male,Non hispanic,Black,Less than high school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,60,FALSE,No,No
038816756061_101,Not SNAP covered,FALSE,2,Widowed,Female,Non hispanic,White,High school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Alabama,87,FALSE,No,No
038816810161_101,Not SNAP covered,FALSE,2,"Married, spouse present",Male,Non hispanic,White,Less than high school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,43,FALSE,No,No
038816810161_102,Not SNAP covered,FALSE,2,"Married, spouse present",Female,Non hispanic,White,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,38,FALSE,No,No
038816810161_103,Not SNAP covered,FALSE,2,Never married,Male,Non hispanic,White,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,20,FALSE,No,No
038816810161_104,Not SNAP covered,FALSE,2,Never married,Male,Non hispanic,White,Less than high school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Alabama,17,FALSE,No,No
038816810246_101,Not SNAP covered,FALSE,2,Never married,Male,Non hispanic,White,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,25,FALSE,No,No
038816810565_101,Not SNAP covered,FALSE,2,Never married,Female,Non hispanic,Black,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,62,FALSE,No,No
038816810762_101,Not SNAP covered,FALSE,2,"Married, spouse present",Male,Non hispanic,White,Some college,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Alabama,54,FALSE,No,No
038816810762_102,Not SNAP covered,FALSE,2,"Married, spouse present",Female,Non hispanic,White,Some college,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Alabama,65,FALSE,No,No
038816824246_101,Not SNAP covered,FALSE,2,Widowed,Female,Non hispanic,White,Less than high school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Alabama,39,FALSE,No,No
038816824246_103,Not SNAP covered,FALSE,2,Never married,Male,Non hispanic,White,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,22,TRUE,No,No
038816824310_101,Not SNAP covered,FALSE,2,Widowed,Female,Non hispanic,Black,Less than high school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Alabama,78,FALSE,No,No
038816824505_101,Not SNAP covered,FALSE,2,Divorced,Male,Non hispanic,Black,Less than high school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Alabama,85,FALSE,No,No
038816824688_101,Not SNAP covered,FALSE,2,"Married, spouse present",Male,Non hispanic,White,Bachelor's degree,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Alabama,58,FALSE,No,No
038816824688_102,Not SNAP covered,FALSE,2,"Married, spouse present",Female,Non hispanic,White,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,55,FALSE,No,No
038816847018_101,Not SNAP covered,FALSE,2,Widowed,Male,Non hispanic,White,Bachelor's degree,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Alabama,62,FALSE,No,No
038816847189_101,Not SNAP covered,FALSE,2,"Married, spouse present",Female,Non hispanic,Black,Some college,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Alabama,61,FALSE,No,No
038816847189_102,Not SNAP covered,FALSE,2,"Married, spouse present",Male,Non hispanic,Black,Bachelor's degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,62,FALSE,No,No
038816847198_101,Not SNAP covered,FALSE,2,Widowed,Male,Non hispanic,Black,Postgraduate degree,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Alabama,72,FALSE,No,No
038816847318_101,Not SNAP covered,FALSE,2,"Married, spouse present",Female,Non hispanic,Other,Some college,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Alabama,71,FALSE,No,No
038816847318_102,Not SNAP covered,FALSE,2,"Married, spouse present",Male,Non hispanic,White,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,72,FALSE,No,No
038816861688_101,Not SNAP covered,FALSE,2,Divorced,Male,Non hispanic,White,High school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Alabama,72,FALSE,No,No
038816945751_101,Not SNAP covered,FALSE,2,"Married, spouse present",Male,Non hispanic,White,High school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Alabama,72,FALSE,No,No
038816945751_102,Not SNAP covered,FALSE,2,"Married, spouse present",Female,Non hispanic,White,Some college,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Alabama,66,FALSE,No,No
038816982189_101,Not SNAP covered,FALSE,2,"Married, spouse present",Female,Non hispanic,White,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,46,FALSE,No,No
038816982189_102,Not SNAP covered,FALSE,2,"Married, spouse present",Male,Non hispanic,White,Less than high school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,40,FALSE,No,No
038816982189_103,Not SNAP covered,FALSE,2,Never married,Male,Non hispanic,White,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,22,FALSE,No,No
038816982189_104,Not SNAP covered,FALSE,2,Never married,Female,Non hispanic,White,Less than high school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Alabama,16,FALSE,No,No
038816982318_101,Not SNAP covered,FALSE,2,"Married, spouse present",Female,Non hispanic,Black,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,79,FALSE,No,No
038816982318_102,SNAP covered,FALSE,2,"Married, spouse present",Male,Non hispanic,Black,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,57,TRUE,Yes,No
038816982671_101,Not SNAP covered,FALSE,2,"Married, spouse present",Male,Non hispanic,White,High school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Alabama,62,FALSE,No,No
038816982671_102,Not SNAP covered,FALSE,2,"Married, spouse present",Female,Non hispanic,White,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,62,FALSE,No,No
038821335555_101,Not SNAP covered,FALSE,2,Never married,Male,Non hispanic,Black,Some college,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Virginia,20,FALSE,No,No
038860012085_101,Not SNAP covered,FALSE,2,Never married,Male,Non hispanic,Black,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,21,FALSE,No,No
038860021018_101,Not SNAP covered,FALSE,2,"Married, spouse present",Male,Non hispanic,White,Bachelor's degree,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Alabama,71,FALSE,No,No
038860021018_102,Not SNAP covered,FALSE,2,"Married, spouse present",Female,Non hispanic,White,Bachelor's degree,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Alabama,62,FALSE,No,No
038860021074_101,Not SNAP covered,FALSE,2,Divorced,Male,Non hispanic,White,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Virginia,46,FALSE,No,No
038860021116_101,SNAP covered,FALSE,2,"Married, spouse present",Female,Non hispanic,White,Some college,US citizen,SNAP covered,"No job all month, no time on layoff and no time looking for work",Kentucky,58,FALSE,Yes,Yes
038860021116_102,SNAP covered,FALSE,2,"Married, spouse present",Male,Non hispanic,White,High school,US citizen,SNAP covered,"No job all month, no time on layoff and no time looking for work",Kentucky,68,FALSE,Yes,Yes
038860021162_101,Not SNAP covered,FALSE,2,Separated,Female,Non hispanic,White,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Kentucky,54,FALSE,No,No
038860021180_101,Not SNAP covered,FALSE,2,Widowed,Female,Non hispanic,White,High school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Virginia,80,FALSE,No,No
038860021247_101,Not SNAP covered,FALSE,2,"Married, spouse present",Male,Non hispanic,White,Some college,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Virginia,76,FALSE,No,No
038860021247_102,Not SNAP covered,FALSE,2,"Married, spouse present",Female,Non hispanic,White,Postgraduate degree,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Virginia,72,FALSE,No,No
038860021267_101,Not SNAP covered,FALSE,2,"Married, spouse present",Female,Non hispanic,White,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Kentucky,33,FALSE,No,No
038860021267_102,Not SNAP covered,FALSE,2,"Married, spouse present",Male,Non hispanic,White,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Kentucky,32,FALSE,No,No
038860021568_101,Not SNAP covered,FALSE,2,Divorced,Male,Non hispanic,White,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Kentucky,59,FALSE,No,No
038860021568_102,Not SNAP covered,FALSE,2,Divorced,Male,Non hispanic,White,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Kentucky,37,FALSE,No,No
038860021602_101,Not SNAP covered,FALSE,2,Divorced,Male,Non hispanic,White,Less than high school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Kentucky,80,FALSE,No,No
038860021621_101,Not SNAP covered,FALSE,2,Widowed,Male,Non hispanic,White,Bachelor's degree,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Virginia,83,FALSE,No,No
038860021705_101,Not SNAP covered,FALSE,2,Divorced,Male,Non hispanic,White,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Kentucky,47,FALSE,No,No
038860021730_101,Not SNAP covered,FALSE,2,"Married, spouse present",Female,Non hispanic,White,High school,US citizen,Not SNAP covered,"No job all month, on layoff or looking for work all weeks",Kentucky,62,FALSE,No,No
038860021730_102,Not SNAP covered,FALSE,2,"Married, spouse present",Male,Non hispanic,White,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Kentucky,62,FALSE,No,No
038860021781_101,Not SNAP covered,FALSE,2,"Married, spouse present",Female,Non hispanic,White,Bachelor's degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Virginia,25,FALSE,No,No
